,Date,EAC,Lat,Long,eventkey
1447397,2021-06-20,ROBO DE AUTOPARTES O ACCESORIOS,28.67009987,-106.1323592,p8
1447546,2021-06-20,ROBO DE VEHÍCULO SIN VIOLENCIA,28.61281584,-106.07232953,p2
1447655,2021-06-20,VIOLENCIA FAMILIAR,28.58344801,-106.03427188,v0
1447664,2021-06-20,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6180532,-106.0587439,p1
1447781,2021-06-20,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.58914252,-106.00258408,p0
1447929,2021-06-20,VIOLENCIA FAMILIAR,28.66352569,-105.94452202,v0
1448253,2021-06-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6411233,-106.0709789,p1
1448337,2021-06-21,DAÑOS A PROPIEDAD PARTICULAR,28.6315468,-106.1235211,p7
1448343,2021-06-21,HOMICIDIO DOLOSO,28.64379287,-106.06531898,v12
1448360,2021-06-21,DAÑOS A PROPIEDAD PARTICULAR,28.63413556,-106.07331348,p7
1448361,2021-06-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.681683,-106.0907405,p1
1448362,2021-06-21,ROBO DE AUTOPARTES O ACCESORIOS,28.6654428,-106.1270159,p8
1448396,2021-06-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68158629,-106.00224529,p1
1448550,2021-06-21,ROBO A ESCUELA SIN VIOLENCIA,28.68707089,-106.11567414,p12
1448621,2021-06-21,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7376902,-106.1369864,p0
1448638,2021-06-21,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.66870338,-106.08465634,p1
1448766,2021-06-21,ROBO DE AUTOPARTES O ACCESORIOS,28.65625842,-106.09124058,p8
1448843,2021-06-21,VIOLENCIA FAMILIAR,28.68527639,-106.12638143,v0
1448847,2021-06-21,VIOLENCIA FAMILIAR,28.6053065,-106.09043748,v0
1448879,2021-06-21,LESIONES POR ARMA BLANCA,28.73633976,-106.12341633,v14
1448926,2021-06-21,VIOLENCIA FAMILIAR,28.60345361,-106.05308914,v0
1449036,2021-06-22,DAÑOS A PROPIEDAD PARTICULAR,28.74185556,-106.10353697,p7
1449070,2021-06-22,ROBO DE VEHÍCULO SIN VIOLENCIA,28.72133642,-106.14530967,p2
1449277,2021-06-22,ROBO DE AUTOPARTES O ACCESORIOS,28.73149975,-106.12153168,p8
1449291,2021-06-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65645687,-105.96397207,p0
1449324,2021-06-22,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6075483,-105.9989272,v1
1449374,2021-06-22,ROBO A ESCUELA SIN VIOLENCIA,28.60466346,-106.07830129,p12
1449390,2021-06-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.637905,-106.1008165,p0
1449404,2021-06-22,ROBO DE VEHÍCULO CON VIOLENCIA,28.6113842,-106.09224922,v5
1449474,2021-06-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.78554328,-106.15159397,p0
1449486,2021-06-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.60978632,-106.00476426,p1
1449487,2021-06-22,NARCOMENUDEO,28.64793668,-106.05968722,v9
1449509,2021-06-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.66678579,-106.00203279,p1
1449522,2021-06-22,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.61141771,-106.02443548,p1
1449531,2021-06-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.74787655,-106.13823577,p0
1449565,2021-06-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.64445906,-106.06305912,p0
1449611,2021-06-22,VIOLENCIA FAMILIAR,28.68834765,-106.13185143,v0
1449685,2021-06-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65564377,-105.97040083,p0
1449703,2021-06-22,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6024895,-106.108331,p0
1450004,2021-06-23,NARCOMENUDEO,28.57888933,-106.03415377,v9
1450067,2021-06-23,DAÑOS A PROPIEDAD PARTICULAR,28.6429085,-106.0885424,p7
1450095,2021-06-23,ROBO A BIENES PÚBLICOS,28.68797502,-106.0821323,p16
1450126,2021-06-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73589917,-106.12321705,p1
1450266,2021-06-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.61984888,-106.04847943,p1
1450277,2021-06-23,FRAUDE,28.6351564,-106.078855,p10
1450294,2021-06-23,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6232193,-106.0289307,p2
1450331,2021-06-23,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.5786548,-106.1171025,p1
1450391,2021-06-23,POSESIÓN DE VEHÍCULO CON REPORTE DE ROBO,28.6212327,-106.0494792,p9
1450410,2021-06-23,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65187318,-105.96250789,p0
1450421,2021-06-23,DAÑOS A PROPIEDAD PARTICULAR,28.60193498,-106.08807442,p7
1450512,2021-06-23,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.71953058,-105.99728285,v1
1450561,2021-06-23,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.62153411,-106.07466848,v1
1450724,2021-06-24,DAÑOS A PROPIEDAD PARTICULAR,28.7409002,-106.1269423,p7
1450921,2021-06-24,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.72563564,-106.09480676,p1
1450935,2021-06-24,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.69340143,-106.14955184,p0
1451047,2021-06-24,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.57868434,-106.03940688,p1
1451163,2021-06-24,TENTATIVA DE HOMICIDIO,28.6904021,-106.0919491,v6
1451256,2021-06-24,DAÑOS A PROPIEDAD PARTICULAR,28.70637387,-106.09275324,p7
1451263,2021-06-24,ROBO DE VEHÍCULO CON VIOLENCIA,28.63220282,-106.10048475,v5
1451268,2021-06-24,ROBO DE VEHÍCULO CON VIOLENCIA,28.6329109,-106.0994747,v5
1451352,2021-06-24,DAÑOS A PROPIEDAD PARTICULAR,28.5897402,-106.0307607,p7
1451638,2021-06-25,ROBO DE VEHÍCULO CON VIOLENCIA,28.6453329,-106.07374463,v5
1451648,2021-06-25,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.6472244,-106.0663604,v4
1451724,2021-06-25,ROBO A ESCUELA SIN VIOLENCIA,28.61722704,-106.08057761,p12
1451751,2021-06-25,VIOLENCIA FAMILIAR,28.78319077,-106.1711761,v0
1451755,2021-06-25,ROBO DE VEHÍCULO SIN VIOLENCIA,28.69953458,-106.13069875,p2
1451764,2021-06-25,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.69690407,-106.14325223,p0
1451780,2021-06-25,ROBO DE AUTOPARTES O ACCESORIOS,28.64609497,-106.11679535,p8
1451784,2021-06-25,ROBO A TRANSPORTISTA CON VIOLENCIA,28.57993967,-106.02609205,v11
1451817,2021-06-25,ROBO A BIENES PÚBLICOS,28.6709816,-106.1098035,p16
1451845,2021-06-25,VIOLENCIA FAMILIAR,28.60614814,-106.08790977,v0
1451851,2021-06-25,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62240837,-106.11174719,p1
1451893,2021-06-25,ROBO DE VEHÍCULO SIN VIOLENCIA,28.65602454,-105.96384533,p2
1451964,2021-06-25,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.67689753,-106.10597684,v1
1452002,2021-06-25,ROBO DE VEHÍCULO SIN VIOLENCIA,28.64820268,-106.10195981,p2
1452004,2021-06-25,ROBO DE VEHÍCULO CON VIOLENCIA,28.64528888,-106.01386046,v5
1452011,2021-06-25,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7406098,-106.1382549,p0
1452113,2021-06-25,ROBO DE VEHÍCULO CON VIOLENCIA,28.64554609,-106.07417651,v5
1452232,2021-06-25,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60170255,-106.02602109,p0
1452233,2021-06-25,DAÑOS A PROPIEDAD PARTICULAR,28.67750335,-106.03861038,p7
1452795,2021-06-26,HOMICIDIO DOLOSO,28.6153106,-106.0051727,v12
1452890,2021-06-26,ROBO DE AUTOPARTES O ACCESORIOS,28.6443978,-106.10693265,p8
1452900,2021-06-26,DAÑOS A PROPIEDAD PARTICULAR,28.6348327,-106.0833538,p7
1453096,2021-06-26,ROBO DE VEHÍCULO CON VIOLENCIA,28.60852847,-106.06548458,v5
1453122,2021-06-26,ROBO DE VEHÍCULO SIN VIOLENCIA,28.65966425,-106.09749012,p2
1453138,2021-06-26,VIOLENCIA FAMILIAR,28.67229741,-105.98399152,v0
1453153,2021-06-26,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63850014,-106.07834019,p1
1453187,2021-06-26,VIOLENCIA FAMILIAR,28.6654748,-105.9429654,v0
1453255,2021-06-26,DAÑOS A PROPIEDAD PARTICULAR,28.6493104,-106.0699118,p7
1453287,2021-06-26,TENTATIVA DE HOMICIDIO,28.59368005,-105.99063161,v6
1453471,2021-06-26,VIOLENCIA FAMILIAR,28.7336723,-106.1391716,v0
1453521,2021-06-26,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6733943,-106.1011437,p2
1453622,2021-06-26,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.59113288,-106.03262403,p0
1453713,2021-06-27,ROBO DE VEHÍCULO CON VIOLENCIA,28.65996941,-106.11761773,v5
1453737,2021-06-27,VIOLENCIA FAMILIAR,28.6506838,-106.1069275,v0
1453860,2021-06-27,ROBO DE AUTOPARTES O ACCESORIOS,28.60058054,-105.9961371,p8
1453926,2021-06-27,LESIONES POR ARMA BLANCA,28.5991803,-106.0220129,v14
1453966,2021-06-27,HOMICIDIO DOLOSO,28.5942733,-106.1577441,v12
1454133,2021-06-27,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6011866,-105.9993553,p0
1454167,2021-06-27,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6248452,-106.10513412,p1
1454195,2021-06-27,DAÑOS A PROPIEDAD PARTICULAR,28.6540547,-106.0602292,p7
1454207,2021-06-27,PORTACIÓN DE ARMAS DE FUEGO O CARTUCHOS,28.6638903,-106.1050251,v22
1454296,2021-06-27,VIOLENCIA FAMILIAR,28.6361252,-106.0356025,v0
1454320,2021-06-27,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.69779665,-106.11634064,p0
1454415,2021-06-27,VIOLENCIA FAMILIAR,28.67036614,-106.07089466,v0
1454545,2021-06-27,ROBO DE VEHÍCULO SIN VIOLENCIA,28.63229688,-106.07185234,p2
1454622,2021-06-27,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7297772,-106.14825845,p2
1454671,2021-06-27,DAÑOS A PROPIEDAD PARTICULAR,28.6705517,-105.9767538,p7
1454771,2021-06-27,VIOLENCIA FAMILIAR,28.60453896,-106.03757488,v0
1454798,2021-06-27,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7014819,-106.1084618,p2
1454872,2021-06-27,VIOLENCIA FAMILIAR,28.59139526,-106.01642094,v0
1454927,2021-06-28,DAÑOS A PROPIEDAD PARTICULAR,28.62778432,-106.04991524,p7
1455055,2021-06-28,VIOLENCIA FAMILIAR,28.7300721,-106.11955048,v0
1455117,2021-06-28,HOMICIDIO DOLOSO,28.60456118,-105.98993592,v12
1455140,2021-06-28,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6455252,-106.0850561,p1
1455152,2021-06-28,DAÑOS A PROPIEDAD PARTICULAR,28.6843251,-106.031681,p7
1455155,2021-06-28,ROBO A ESCUELA SIN VIOLENCIA,28.71480468,-106.09262587,p12
1455156,2021-06-28,ROBO DE VEHÍCULO SIN VIOLENCIA,28.66300051,-106.11888807,p2
1455162,2021-06-28,TENTATIVA DE ROBO SIN VIOLENCIA,28.61675984,-106.08144224,p15
1455190,2021-06-28,ROBO A ESCUELA SIN VIOLENCIA,28.7094935,-106.1036562,p12
1455215,2021-06-28,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68455487,-106.1110315,p1
1455221,2021-06-28,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.67531009,-106.12881284,p1
1455276,2021-06-28,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.67748642,-106.12541793,p0
1455278,2021-06-28,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.77698655,-106.15907022,p0
1455342,2021-06-28,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.62058527,-106.03630182,p0
1455366,2021-06-28,ROBO A ESCUELA SIN VIOLENCIA,28.7288411,-106.10351287,p12
1455369,2021-06-28,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6428357,-106.1143718,p2
1455405,2021-06-28,EXTORSIÓN,28.65240589,-106.08093809,v27
1455550,2021-06-28,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7464211,-106.136233,p0
1455720,2021-06-28,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.66301054,-105.94461973,p0
1455937,2021-06-29,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.60273613,-106.00491195,v1
1456027,2021-06-29,ROBO DE VEHÍCULO SIN VIOLENCIA,28.68981487,-106.13625605,p2
1456034,2021-06-29,ROBO A ESCUELA SIN VIOLENCIA,28.61642029,-106.08214452,p12
1456039,2021-06-29,ROBO DE VEHÍCULO SIN VIOLENCIA,28.66653816,-106.11235592,p2
1456042,2021-06-29,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.5974062,-106.0994134,p0
1456074,2021-06-29,ROBO DE AUTOPARTES O ACCESORIOS,28.6918643,-106.1475347,p8
1456153,2021-06-29,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6395663,-106.08447907,p1
1456254,2021-06-29,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.64896163,-105.98583018,p0
1456349,2021-06-29,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6746067,-106.0946469,p0
1456488,2021-06-29,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6716747,-105.9988353,p1
1456512,2021-06-29,ROBO DE VEHÍCULO SIN VIOLENCIA,28.62149114,-106.05137674,p2
1456575,2021-06-29,ROBO DE VEHÍCULO SIN VIOLENCIA,28.667068,-106.1277713,p2
1456648,2021-06-30,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.72146177,-106.0916506,p0
1456786,2021-06-30,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.69796441,-106.13091886,p1
1456790,2021-06-30,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.60740421,-106.07185524,p0
1456838,2021-06-30,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.70670211,-106.09791618,p0
1456840,2021-06-30,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6164444,-106.1016541,p0
1456851,2021-06-30,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73598865,-106.13088774,p0
1456853,2021-06-30,ROBO DE VEHÍCULO SIN VIOLENCIA,28.671784,-106.12086438,p2
1456881,2021-06-30,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70849745,-106.09392926,p1
1457062,2021-06-30,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.61459339,-106.05745523,p0
1457182,2021-06-30,ROBO DE VEHÍCULO CON VIOLENCIA,28.6049486,-106.0766319,v5
1457255,2021-06-30,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68357362,-106.11072433,p1
1457553,2021-07-01,ROBO DE VEHÍCULO CON VIOLENCIA,28.59031988,-105.98354413,v5
1457595,2021-07-01,ROBO DE VEHÍCULO SIN VIOLENCIA,28.59826746,-105.98037621,p2
1457644,2021-07-01,HOMICIDIO DOLOSO,28.62568563,-106.09164027,v12
1457647,2021-07-01,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7049808,-106.1288833,p1
1457648,2021-07-01,ROBO DE VEHÍCULO SIN VIOLENCIA,28.74995833,-106.12567177,p2
1457651,2021-07-01,ROBO DE AUTOPARTES O ACCESORIOS,28.67637113,-106.11294079,p8
1457654,2021-07-01,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6066607,-106.0418037,p1
1457659,2021-07-01,ROBO A ESCUELA SIN VIOLENCIA,28.6571483,-105.9640313,p12
1457760,2021-07-01,HOMICIDIO DOLOSO,28.7213693,-106.168341,v12
1457764,2021-07-01,ROBO A BIENES PÚBLICOS,28.63068081,-106.07077202,p16
1457785,2021-07-01,HOMICIDIO DOLOSO,28.47670629,-105.83881274,v12
1457807,2021-07-01,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7263574,-106.1368741,v1
1457908,2021-07-01,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65274742,-105.96259828,p0
1457927,2021-07-01,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6259474,-106.0036397,p2
1457962,2021-07-01,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6528699,-105.9618433,p0
1457983,2021-07-01,POSESIÓN DE VEHÍCULO CON REPORTE DE ROBO,28.74499344,-106.11270481,p9
1458099,2021-07-01,ROBO DE AUTOPARTES O ACCESORIOS,28.6353811,-106.0870098,p8
1458197,2021-07-01,HOMICIDIO DOLOSO,28.7421145,-106.1026431,v12
1458353,2021-07-02,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.72031635,-106.1273762,p1
1458402,2021-07-02,DAÑOS A PROPIEDAD PARTICULAR,28.67195584,-106.10102296,p7
1458550,2021-07-02,ROBO DE AUTOPARTES O ACCESORIOS,28.6967596,-106.133697,p8
1458555,2021-07-02,ROBO DE VEHÍCULO SIN VIOLENCIA,28.65397284,-106.09150341,p2
1458583,2021-07-02,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6003274,-106.0026956,p1
1458588,2021-07-02,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.70148068,-106.10845659,p1
1458666,2021-07-02,VIOLENCIA FAMILIAR,28.62563765,-106.07164147,v0
1458707,2021-07-02,ROBO DE VEHÍCULO CON VIOLENCIA,28.5399785,-106.1675129,v5
1458718,2021-07-02,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.64846233,-106.10667236,p1
1458773,2021-07-02,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68966309,-106.13175082,p1
1458857,2021-07-02,EXTORSIÓN,28.67309716,-106.13656683,v27
1458981,2021-07-02,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68280709,-106.12268072,p0
1458989,2021-07-02,ROBO A CENTRO RELIGIOSO,28.72954557,-106.10676615,p22
1458996,2021-07-02,TENTATIVA DE HOMICIDIO,28.59524666,-106.07641554,v6
1459005,2021-07-02,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7008598,-106.1232693,v1
1459038,2021-07-02,HOMICIDIO DOLOSO,28.62652108,-106.08651377,v12
1459246,2021-07-02,TENTATIVA DE HOMICIDIO,28.68379755,-106.13055167,v6
1459435,2021-07-03,TENTATIVA DE HOMICIDIO,28.6302874,-106.1243574,v6
1459563,2021-07-03,ROBO DE AUTOPARTES O ACCESORIOS,28.59286199,-106.09951918,p8
1459569,2021-07-03,VIOLENCIA FAMILIAR,28.62274664,-106.06799604,v0
1459589,2021-07-03,ROBO A BIENES PÚBLICOS,28.6012941,-106.10333311,p16
1459596,2021-07-03,DAÑOS A PROPIEDAD PARTICULAR,28.65400793,-105.96312086,p7
1459609,2021-07-03,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6086439,-106.0999112,p0
1459623,2021-07-03,DAÑOS A PROPIEDAD PARTICULAR,28.63576187,-106.0627928,p7
1459631,2021-07-03,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.7862058,-106.1503983,p1
1459686,2021-07-03,DAÑOS A PROPIEDAD PARTICULAR,28.6009795,-105.9902732,p7
1459751,2021-07-03,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.65890596,-105.963534,p0
1459888,2021-07-03,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.59935894,-106.10931598,p0
1459966,2021-07-03,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.60208288,-106.04023196,v4
1460030,2021-07-03,ROBO DE VEHÍCULO CON VIOLENCIA,28.57203191,-106.14487463,v5
1460044,2021-07-03,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62186507,-106.11086178,p1
1460216,2021-07-03,VIOLENCIA FAMILIAR,28.72718503,-106.12051291,v0
1460597,2021-07-04,VIOLENCIA FAMILIAR,28.66957101,-106.12434069,v0
1460675,2021-07-04,VIOLENCIA FAMILIAR,28.6644875,-105.94379384,v0
1460736,2021-07-04,PORTACIÓN DE ARMAS DE FUEGO O CARTUCHOS,28.71345546,-106.16139938,v22
1460864,2021-07-04,HOMICIDIO DOLOSO,28.7599277,-106.1328353,v12
1460915,2021-07-04,HOMICIDIO DOLOSO,28.63375334,-106.04695084,v12
1460916,2021-07-04,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.69339158,-106.13055239,p1
1460918,2021-07-04,LESIONES POR ARMA BLANCA,28.69044631,-106.12658007,v14
1460925,2021-07-04,ROBO A TRANSPORTISTA SIN VIOLENCIA,28.58974748,-105.96071556,p13
1460931,2021-07-04,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6212327,-106.0494792,p1
1461072,2021-07-04,ABUSO SEXUAL,28.637112,-106.05454921,v8
1461084,2021-07-04,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7560721,-106.11762573,p2
1461118,2021-07-04,VIOLENCIA FAMILIAR,28.65577783,-105.95790825,v0
1461186,2021-07-04,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.65151844,-106.10257949,p1
1461216,2021-07-04,VIOLENCIA FAMILIAR,28.7146012,-106.1395986,v0
1461275,2021-07-04,PRIVACIÓN DE LA LIBERTAD,28.66219492,-106.00889639,v17
1461302,2021-07-04,HOMICIDIO DOLOSO,28.7159578,-106.0880092,v12
1461486,2021-07-04,VIOLENCIA FAMILIAR,28.63598008,-106.04752107,v0
1461521,2021-07-04,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.57708238,-106.02694768,v4
1461626,2021-07-04,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.7258578,-106.1122777,p0
1461930,2021-07-05,TENTATIVA DE HOMICIDIO,28.72847547,-106.11835595,v6
1462058,2021-07-05,ROBO A ESCUELA SIN VIOLENCIA,28.62479772,-106.04278639,p12
1462109,2021-07-05,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.62818181,-106.08651041,p1
1462184,2021-07-05,ROBO DE VEHÍCULO CON VIOLENCIA,28.64533323,-106.0737037,v5
1462206,2021-07-05,HOMICIDIO DOLOSO,28.59291901,-106.03926056,v12
1462227,2021-07-05,VIOLENCIA FAMILIAR,28.60531083,-106.08427044,v0
1462242,2021-07-05,ABUSO SEXUAL,28.74370249,-106.1061476,v8
1462303,2021-07-05,ROBO DE VEHÍCULO SIN VIOLENCIA,28.68915761,-106.0944475,p2
1462311,2021-07-05,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.68327542,-106.08218189,p1
1462357,2021-07-05,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6066203,-106.0021727,p1
1462409,2021-07-05,VIOLENCIA FAMILIAR,28.60533155,-106.10860185,v0
1462412,2021-07-05,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.5990882,-106.0325154,p1
1462463,2021-07-05,DAÑOS A PROPIEDAD PARTICULAR,28.6847191,-106.1380086,p7
1462512,2021-07-05,OTROS ACTOS RELACIONADOS CON LA VIDA Y LA INTEGRIDAD PERSONAL,28.66097452,-106.01157595,v4
1462540,2021-07-05,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.6293436,-106.0826411,v1
1462684,2021-07-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.677531,-106.1233148,p0
1462824,2021-07-06,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6537954,-105.9641483,p2
1462858,2021-07-06,ROBO DE VEHÍCULO SIN VIOLENCIA,28.7545142,-106.1267506,p2
1462881,2021-07-06,ROBO DE AUTOPARTES O ACCESORIOS,28.62078101,-106.09434109,p8
1462890,2021-07-06,VIOLENCIA FAMILIAR,28.6458114,-105.9923253,v0
1462897,2021-07-06,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.69244942,-106.10695914,p1
1462911,2021-07-06,ROBO DE AUTOPARTES O ACCESORIOS,28.67834622,-106.11641066,p8
1462913,2021-07-06,ROBO A LOCAL COMERCIAL CON VIOLENCIA,28.7673799,-106.1696854,v1
1462930,2021-07-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.662898,-106.0841624,p0
1462950,2021-07-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.73330242,-106.10623196,p0
1462953,2021-07-06,ROBO DE VEHÍCULO SIN VIOLENCIA,28.6053706,-106.0667405,p2
1463015,2021-07-06,VIOLENCIA FAMILIAR,28.72900018,-106.1246052,v0
1463076,2021-07-06,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73461603,-106.1363615,p1
1463080,2021-07-06,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.63173779,-106.08314048,p1
1463097,2021-07-06,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.78713314,-106.17655773,p1
1463098,2021-07-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.6798411,-106.09583463,p0
1463109,2021-07-06,HOMICIDIO DOLOSO,28.58119605,-106.01961399,v12
1463139,2021-07-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.629393,-106.05892318,p0
1463174,2021-07-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.68316,-106.0415145,p0
1463260,2021-07-06,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73199232,-106.11426201,p1
1463288,2021-07-06,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.665999,-105.9581829,p0
1463455,2021-07-06,ROBO DE AUTOPARTES O ACCESORIOS,28.62955409,-106.12055089,p8
1463499,2021-07-06,ABUSO DE CONFIANZA,28.77369657,-106.16172791,p18
1463515,2021-07-06,TENTATIVA DE HOMICIDIO,28.74366822,-106.11908098,v6
1463760,2021-07-07,ROBO DE AUTOPARTES O ACCESORIOS,28.6930992,-106.1078082,p8
1463785,2021-07-07,ROBO A ESCUELA SIN VIOLENCIA,28.65659229,-105.96650074,p12
1463798,2021-07-07,ROBO A ESCUELA SIN VIOLENCIA,28.62087601,-106.03098291,p12
1463807,2021-07-07,TENTATIVA DE HOMICIDIO,28.66537393,-106.12979105,v6
1463814,2021-07-07,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6112356,-106.0371413,p1
1463830,2021-07-07,ABUSO SEXUAL,28.78689863,-106.15246943,v8
1463863,2021-07-07,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.6049228,-106.02238016,p1
1463880,2021-07-07,ROBO A LOCAL COMERCIAL SIN VIOLENCIA,28.73163359,-106.12171742,p1
1463944,2021-07-07,ROBO DE VEHÍCULO SIN VIOLENCIA,28.62400418,-106.02613558,p2
1464047,2021-07-07,ROBO A CASA HABITACIÓN SIN VIOLENCIA,28.61721201,-106.09320537,p0
1464056,2021-07-07,VIOLENCIA FAMILIAR,28.7181328,-106.0920815,v0
1464106,2021-07-07,VIOLENCIA FAMILIAR,28.63789209,-106.08102459,v0
1464135,2021-07-07,VIOLENCIA FAMILIAR,28.62603207,-106.03364325,v0
